"ID","Type","Name","Documentation","Source","Target","Specialization"
"5704b73d-e3c6-4a61-93d8-859037979743","AccessRelationship","","","46416b34-95e9-4757-9c59-ca9f291ea39b","d50512c9-df85-4cd8-9dd8-f7e33c4f0728",""
"570f9c24-bfee-4164-a56b-705f4eb08ed3","AccessRelationship","","","b8ac0880-99a6-478a-bf9d-ea454b055bd1","e65566b5-1d74-4440-91e1-bbbffae5fd4b",""
"57dbf33e-8b48-43fd-8e82-fc5e643baa3b","AccessRelationship","","","be1b5c92-0387-4725-83aa-85e146694e2c","ff8fd7c1-a76f-4078-a9aa-2008ca343591",""
"584bb6ea-7caf-483c-84f6-346abd5242a1","AccessRelationship","","","1f4dc672-97ff-4f00-8b2b-20e42d40daa5","09c41e1d-534a-47a8-8165-053b68407206",""
"5a068ea7-ae82-457d-9b7e-87f813e8fbf2","AccessRelationship","","","af9e0d82-de0d-4bfd-93e7-1a3253e43e8c","e22f055a-9433-4ee7-ae89-ecf17e132e79",""
"5aa12bd8-916f-4869-a790-8f0d1428264b","AccessRelationship","","","83d72c0b-f74b-4619-9684-cf9cd7aad05d","84e97d09-ad79-43a3-bd1f-15b0ef8ca032",""
"5acb7186-67b3-4338-95b3-842338538501","AccessRelationship","","","1f4dc672-97ff-4f00-8b2b-20e42d40daa5","ee2cb03b-f153-478c-a52b-cb13a8aa68ba",""
"5acca2c5-5a74-4a3f-9afc-075ecf189c52","AccessRelationship","","","af9e0d82-de0d-4bfd-93e7-1a3253e43e8c","825bcd68-a087-45bb-bda0-493fc8b92c88",""
"5bb229ad-17d0-4945-b115-d40ac8acc739","AccessRelationship","","","9d02dcd8-dca7-42a2-9425-d2aaa7458fba","6c54ba35-1dad-4cc3-ae60-d04b5c2ef19d",""
"5bf6d766-023d-4e44-9341-aa0d55dc40e0","AccessRelationship","","","741b5780-1beb-4cea-b0a4-d70f0f050601","3ddd01c4-4887-436d-be53-6f3123449aae",""
"5c158de5-fe45-42a3-a42b-a9bf48593dcf","AccessRelationship","","","7747cee8-f983-4c1f-a0ee-fd35ab346e5d","f0672845-f672-4bae-80c0-f709a1eae564",""
"5c946304-b9db-45db-b84e-d74ef96a448d","AccessRelationship","","","d489ff5e-6c55-4351-bc61-5d2f7ff52e54","06619237-98c0-49d5-8134-08b7400eafc3",""
"5daae475-dd6f-47c7-976a-8e4ab67fd54e","AccessRelationship","","","46416b34-95e9-4757-9c59-ca9f291ea39b","8b95999a-c8e0-49cb-9aff-ddc51c4ba995",""
"5dea812f-8066-48ed-87b7-88d676c27e00","AccessRelationship","","","aa6772e6-4886-4a54-9a91-5ec034fe941d","7b2edd1f-c574-4c6f-91cb-fbef7e39995a",""
"5e1daeb6-801d-4184-a2b8-5c278b7f43df","AccessRelationship","","","13e0bed5-2e8c-4178-a392-b9b7080c92d6","556efe37-961e-4bb2-aacc-5e3cffc946dd",""
"5ec8faa0-12a5-4b15-97b5-189d8e970c70","AccessRelationship","","","e51ea540-dbc6-4fe6-b89a-ea4643919bd8","636e2201-493e-4e4a-a39d-8f0fda24748d",""
"5fd9f231-c4ab-430a-927e-586923c0c810","AccessRelationship","","","13e19b84-beca-474c-8ab9-9d006c72bffb","f0672845-f672-4bae-80c0-f709a1eae564",""
"60b139e3-3217-490b-b353-e7cc0c1c4b16","AccessRelationship","","","46416b34-95e9-4757-9c59-ca9f291ea39b","e65566b5-1d74-4440-91e1-bbbffae5fd4b",""
